Date/Time	Velocidad a 100m [m/s]	StdAne1 [m/s]	Velocidad a 80 [m/s]	StdAne2 [m/s]	Veleta a 100 [°]	Veleta a 80 m [°]	temperatura 5 [°C]
2017-01-01 12:10	5,733	0,826	5,244	0,938	203,0	200,0	18,59
2017-01-01 12:20	6,372	0,682	5,893	0,714	197,0	194,0	18,72
2017-01-01 12:30	5,955	0,778	5,486	0,870	198,0	198,0	18,59
2017-01-01 12:40	6,075	0,715	5,944	0,725	186,0	181,0	18,72
2017-01-01 12:50	6,557	0,676	6,175	0,934	204,0	204,0	18,47
2017-01-01 13:00	6,138	0,931	5,366	0,917	198,0	201,0	18,84
2017-01-01 13:10	6,584	0,821	6,344	0,913	195,0	193,0	18,47
2017-01-01 13:20	7,198	1,067	6,603	1,073	194,0	190,0	18,59
2017-01-01 13:30	6,690	0,797	6,178	0,857	197,0	190,0	18,47
2017-01-01 13:40	6,768	0,876	6,246	1,097	200,0	198,0	18,72
2017-01-01 13:50	7,359	0,821	6,688	0,975	194,0	193,0	18,59
2017-01-01 14:00	8,044	0,571	7,698	0,776	204,0	204,0	18,47
2017-01-01 14:10	7,989	0,762	7,169	1,076	201,0	200,0	18,35
2017-01-01 14:20	7,666	0,787	7,122	0,805	198,0	194,0	18,59
2017-01-01 14:30	7,307	0,802	7,054	0,874	201,0	200,0	18,35
2017-01-01 14:40	7,649	0,710	7,274	0,983	208,0	208,0	18,35
2017-01-01 14:50	7,625	0,758	7,141	0,917	205,0	200,0	18,35
2017-01-01 15:00	7,734	0,835	6,712	1,173	212,0	214,0	18,35
2017-01-01 15:10	7,878	0,577	7,505	0,761	211,0	210,0	18,11
2017-01-01 15:20	7,718	0,928	7,130	1,165	207,0	205,0	18,47
2017-01-01 15:30	8,495	0,629	8,081	0,781	204,0	204,0	18,23
2017-01-01 15:40	8,379	0,826	8,007	1,115	197,0	194,0	18,11
2017-01-01 15:50	8,691	0,670	8,425	0,838	194,0	190,0	18,11
2017-01-01 16:00	9,317	0,721	8,865	0,909	194,0	190,0	18,11
2017-01-01 16:10	8,936	0,623	8,517	0,608	195,0	193,0	17,98
2017-01-01 16:20	8,732	0,758	8,227	0,725	195,0	194,0	17,98
2017-01-01 16:30	8,708	0,498	8,175	0,725	193,0	190,0	17,86
2017-01-01 16:40	8,379	0,653	7,833	0,833	194,0	193,0	17,86
2017-01-01 16:50	8,416	0,688	7,776	0,848	191,0	190,0	17,74
2017-01-01 17:00	9,173	0,449	8,132	0,842	191,0	188,0	17,62
2017-01-01 17:10	8,705	0,521	8,140	0,663	194,0	190,0	17,50
2017-01-01 17:20	8,615	0,629	7,825	0,814	193,0	188,0	17,37
2017-01-01 17:30	8,539	0,577	7,681	0,687	197,0	194,0	17,25
2017-01-01 17:40	8,216	0,457	7,559	0,776	198,0	194,0	17,01
2017-01-01 17:50	9,012	0,474	7,654	0,652	200,0	197,0	16,89
2017-01-01 18:00	9,221	0,352	7,627	0,634	204,0	200,0	16,76
2017-01-01 18:10	8,887	0,278	7,768	0,549	208,0	204,0	16,64
2017-01-01 18:20	8,523	0,329	7,866	0,373	211,0	207,0	16,64
2017-01-01 18:30	8,109	0,482	7,657	0,421	214,0	210,0	16,64
2017-01-01 18:40	8,180	0,616	7,489	0,563	214,0	212,0	16,89
2017-01-01 18:50	8,039	1,138	6,756	1,066	214,0	218,0	17,37
2017-01-01 19:00	7,718	1,353	7,032	1,570	214,0	217,0	17,98
2017-01-01 19:10	7,712	1,128	7,016	0,994	214,0	212,0	18,11
2017-01-01 19:20	7,196	1,245	6,808	1,021	218,0	214,0	18,11
2017-01-01 19:30	6,135	1,229	5,584	1,108	221,0	218,0	18,11
2017-01-01 19:40	5,757	1,491	4,929	1,289	217,0	218,0	18,23
2017-01-01 19:50	5,697	1,219	4,989	1,367	222,0	225,0	18,35
2017-01-01 20:00	5,706	1,034	5,253	0,824	221,0	225,0	18,35
2017-01-01 20:10	6,703	1,027	5,850	0,998	218,0	218,0	18,23
2017-01-01 20:20	7,660	0,988	6,468	0,922	217,0	217,0	18,11
2017-01-01 20:30	8,161	0,634	6,777	0,640	218,0	215,0	18,11
2017-01-01 20:40	8,281	0,474	6,775	0,570	217,0	217,0	17,98
2017-01-01 20:50	8,395	0,264	7,147	0,596	217,0	215,0	17,98
2017-01-01 21:00	8,608	0,413	7,201	0,549	217,0	217,0	17,98
2017-01-01 21:10	8,628	0,383	7,328	0,549	217,0	218,0	18,11
2017-01-01 21:20	8,691	0,457	7,548	0,527	218,0	218,0	18,11
2017-01-01 21:30	8,650	0,528	7,480	0,589	222,0	221,0	18,23
2017-01-01 21:40	8,009	0,715	6,827	0,692	224,0	224,0	18,35
2017-01-01 21:50	8,246	0,329	6,921	0,583	224,0	224,0	18,35
2017-01-01 22:00	8,087	0,363	7,302	0,430	219,0	221,0	18,59
2017-01-01 22:10	8,155	0,373	7,261	0,527	219,0	221,0	18,59
2017-01-01 22:20	7,965	0,264	7,187	0,402	222,0	222,0	18,59
2017-01-01 22:30	7,424	0,197	6,794	0,264	222,0	224,0	18,59
2017-01-01 22:40	7,021	0,249	6,394	0,329	224,0	225,0	18,72
2017-01-01 22:50	6,269	0,498	5,432	0,776	232,0	238,0	18,47
2017-01-01 23:00	5,309	0,363	4,506	0,317	238,0	260,0	17,74
2017-01-01 23:10	4,754	0,249	4,104	0,232	245,0	260,0	17,25
2017-01-01 23:20	4,235	0,393	3,993	0,278	243,0	256,0	17,37
2017-01-01 23:30	4,778	0,641	3,901	0,473	224,0	250,0	18,11
2017-01-01 23:40	5,434	0,278	4,766	0,473	217,0	222,0	17,62
2017-01-01 23:50	5,826	0,216	5,610	0,196	217,0	217,0	18,72
2017-01-02 00:00	6,053	0,124	5,746	0,175	219,0	221,0	19,08
2017-01-02 00:10	5,972	0,152	5,464	0,264	224,0	225,0	19,08
2017-01-02 00:20	5,543	0,233	4,816	0,304	228,0	232,0	19,33
2017-01-02 00:30	5,460	0,264	4,886	0,363	228,0	231,0	19,20
2017-01-02 00:40	4,934	0,584	4,276	0,512	228,0	229,0	19,20
2017-01-02 00:50	4,452	0,543	3,521	0,456	225,0	226,0	17,62
2017-01-02 01:00	3,724	0,513	2,959	0,352	219,0	233,0	16,40
2017-01-02 01:10	3,607	0,393	1,898	0,430	219,0	269,0	15,42
2017-01-02 01:20	2,994	0,466	1,157	0,292	225,0	300,0	15,79
2017-01-02 01:30	3,541	0,305	1,816	0,278	222,0	287,0	15,18
2017-01-02 01:40	3,655	0,474	2,552	0,352	225,0	285,0	16,03
2017-01-02 01:50	3,849	0,521	1,825	0,175	225,0	278,0	16,15
2017-01-02 02:00	4,289	0,352	1,437	0,317	226,0	298,0	15,91
2017-01-02 02:10	3,944	0,491	1,000	0,278	228,0	323,0	15,66
2017-01-02 02:20	1,276	0,688	1,154	0,232	167,0	59,0	15,18
2017-01-02 02:30	4,838	0,305	3,814	1,122	195,0	193,0	15,18
2017-01-02 02:40	5,069	0,124	4,495	0,421	201,0	201,0	15,05
2017-01-02 02:50	4,827	0,216	4,164	0,589	212,0	214,0	16,03
2017-01-02 03:00	5,102	0,233	4,370	0,352	231,0	232,0	16,03
2017-01-02 03:10	5,442	0,305	4,766	0,278	235,0	238,0	17,50
2017-01-02 03:20	5,048	0,543	4,593	0,430	239,0	243,0	18,59
2017-01-02 03:30	5,094	0,413	4,428	0,563	242,0	240,0	18,72
2017-01-02 03:40	5,660	0,521	4,872	0,634	245,0	246,0	18,72
2017-01-02 03:50	5,815	0,715	5,209	0,776	243,0	245,0	18,72
2017-01-02 04:00	5,556	1,067	5,397	0,735	243,0	248,0	18,59
2017-01-02 04:10	5,660	0,768	4,788	0,745	249,0	248,0	18,47
2017-01-02 04:20	5,540	0,563	4,883	0,542	253,0	253,0	18,35
2017-01-02 04:30	5,591	0,543	4,894	0,570	252,0	252,0	18,11
2017-01-02 04:40	5,451	0,491	4,707	0,412	253,0	250,0	17,98
2017-01-02 04:50	6,130	0,528	5,075	0,490	249,0	248,0	17,98
2017-01-02 05:00	5,953	0,597	5,347	0,542	246,0	240,0	18,11
2017-01-02 05:10	6,480	0,670	5,819	0,663	246,0	242,0	18,11
2017-01-02 05:20	6,774	0,466	5,835	0,481	243,0	242,0	18,11
2017-01-02 05:30	6,779	0,466	6,023	0,563	245,0	239,0	18,11
2017-01-02 05:40	6,866	0,653	6,150	0,576	240,0	239,0	18,11
2017-01-02 05:50	6,910	0,491	6,124	0,583	240,0	238,0	18,11
2017-01-02 06:00	7,278	0,498	6,272	0,456	242,0	240,0	18,11
2017-01-02 06:10	6,992	0,498	6,232	0,687	240,0	238,0	18,11
2017-01-02 06:20	6,847	0,513	5,885	0,535	246,0	245,0	17,86
2017-01-02 06:30	6,598	0,466	5,841	0,549	240,0	239,0	17,86
2017-01-02 06:40	6,624	0,440	5,665	0,481	238,0	232,0	17,74
2017-01-02 06:50	7,169	0,466	6,213	0,473	245,0	240,0	17,74
2017-01-02 07:00	7,098	0,413	6,357	0,456	243,0	242,0	17,86
2017-01-02 07:10	6,964	0,373	6,002	0,421	245,0	240,0	17,74
2017-01-02 07:20	7,520	0,521	6,346	0,555	245,0	240,0	17,62
2017-01-02 07:30	7,788	0,403	6,870	0,448	245,0	243,0	17,62
2017-01-02 07:40	8,344	0,584	7,608	0,675	245,0	242,0	17,86
2017-01-02 07:50	7,826	0,413	6,599	0,708	245,0	240,0	17,74
2017-01-02 08:00	8,039	0,393	7,090	0,634	243,0	239,0	17,86
2017-01-02 08:10	7,675	0,393	6,736	0,602	240,0	236,0	17,86
2017-01-02 08:20	7,533	0,457	6,827	0,535	238,0	233,0	17,86
2017-01-02 08:30	7,878	0,491	7,247	0,627	239,0	236,0	18,11
2017-01-02 08:40	8,033	0,474	7,147	0,663	239,0	238,0	17,98
2017-01-02 08:50	7,813	0,653	7,321	0,658	239,0	236,0	18,23
2017-01-02 09:00	7,481	0,821	7,108	0,766	239,0	239,0	18,23
2017-01-02 09:10	7,234	0,812	6,666	0,714	240,0	239,0	18,35
2017-01-02 09:20	5,763	0,931	5,615	1,025	240,0	242,0	18,47
2017-01-02 09:30	6,856	1,057	6,449	1,036	239,0	238,0	18,59
2017-01-02 09:40	6,921	1,145	6,420	1,189	240,0	238,0	18,59
2017-01-02 09:50	6,326	1,436	6,031	1,378	236,0	240,0	18,72
2017-01-02 10:00	6,681	1,449	6,009	1,298	228,0	228,0	18,96
2017-01-02 10:10	5,545	1,145	5,112	1,087	229,0	228,0	19,08
2017-01-02 10:20	6,619	1,645	6,196	1,491	222,0	224,0	19,20
2017-01-02 10:30	6,223	1,520	5,678	1,454	232,0	235,0	19,20
2017-01-02 10:40	6,367	1,845	5,863	1,971	221,0	224,0	19,33
2017-01-02 10:50	8,210	1,851	7,396	1,717	221,0	217,0	19,45
2017-01-02 11:00	8,150	1,358	7,117	1,282	217,0	219,0	19,33
2017-01-02 11:10	8,931	1,673	8,192	1,623	212,0	211,0	19,57
2017-01-02 11:20	9,967	1,270	8,982	1,577	211,0	208,0	19,69
2017-01-02 11:30	8,746	2,052	8,621	1,937	214,0	212,0	19,69
2017-01-02 11:40	10,040	1,604	9,252	1,427	208,0	204,0	19,81
2017-01-02 11:50	9,838	1,134	8,835	1,294	208,0	207,0	19,81
2017-01-02 12:00	9,683	1,696	8,729	1,762	208,0	211,0	19,94
2017-01-02 12:10	9,312	2,073	8,884	1,996	219,0	218,0	19,94
2017-01-02 12:20	9,787	1,823	9,505	1,764	217,0	219,0	19,94
2017-01-02 12:30	9,673	1,476	9,589	1,953	210,0	207,0	20,18
2017-01-02 12:40	10,252	1,578	9,847	1,805	212,0	207,0	20,30
2017-01-02 12:50	8,370	2,241	7,948	2,389	235,0	233,0	20,43
2017-01-02 13:00	11,870	1,403	11,166	1,542	242,0	239,0	20,55
2017-01-02 13:10	11,484	0,985	10,314	1,462	245,0	245,0	20,55
2017-01-02 13:20	12,949	1,191	12,021	1,362	238,0	236,0	20,55
2017-01-02 13:30	12,229	1,141	11,185	1,387	242,0	239,0	20,55
2017-01-02 13:40	11,800	1,638	10,968	1,925	233,0	233,0	20,55
2017-01-02 13:50	11,052	1,939	10,064	1,864	232,0	233,0	20,55
2017-01-02 14:00	11,815	1,309	11,275	1,449	238,0	236,0	20,55
2017-01-02 14:10	11,266	1,560	10,648	1,444	236,0	236,0	20,55
2017-01-02 14:20	9,428	1,633	8,970	1,711	232,0	238,0	20,55
2017-01-02 14:30	9,559	1,446	9,624	1,579	238,0	238,0	20,67
2017-01-02 14:40	7,756	1,491	7,619	1,398	238,0	240,0	20,67
2017-01-02 14:50	7,367	1,570	7,198	1,577	229,0	225,0	20,67
2017-01-02 15:00	7,649	1,604	6,894	1,644	219,0	218,0	21,04
2017-01-02 15:10	8,564	1,806	8,221	1,441	219,0	221,0	20,67
2017-01-02 15:20	8,455	1,893	7,652	1,832	215,0	215,0	20,67
2017-01-02 15:30	9,676	1,635	8,965	1,660	210,0	210,0	20,30
2017-01-02 15:40	9,962	1,787	8,984	1,822	214,0	207,0	20,06
2017-01-02 15:50	8,985	1,725	8,316	1,816	212,0	210,0	20,43
2017-01-02 16:00	10,511	1,027	10,053	1,025	207,0	205,0	19,94
2017-01-02 16:10	10,045	1,533	9,587	1,353	211,0	207,0	19,81
2017-01-02 16:20	10,725	0,936	10,175	1,353	208,0	204,0	19,81
2017-01-02 16:30	11,089	1,078	11,337	0,861	208,0	203,0	19,57
2017-01-02 16:40	10,760	1,320	10,498	1,115	210,0	204,0	19,57
2017-01-02 16:50	10,562	0,867	9,820	0,967	210,0	205,0	19,45
2017-01-02 17:00	11,092	0,812	10,256	1,032	207,0	203,0	19,33
2017-01-02 17:10	10,886	0,797	10,303	0,913	208,0	204,0	19,33
2017-01-02 17:20	10,119	0,752	9,969	0,848	208,0	205,0	19,20
2017-01-02 17:30	10,456	0,831	9,603	1,029	208,0	204,0	19,08
2017-01-02 17:40	9,325	1,012	8,493	1,211	210,0	210,0	18,96
2017-01-02 17:50	9,550	0,936	8,686	0,983	210,0	207,0	18,84
2017-01-02 18:00	9,510	0,968	9,054	0,947	211,0	204,0	18,72
2017-01-02 18:10	9,692	0,688	9,019	0,838	211,0	207,0	18,59
2017-01-02 18:20	9,045	1,093	8,118	1,237	211,0	210,0	18,59
2017-01-02 18:30	9,409	0,831	8,710	0,917	211,0	210,0	18,47
2017-01-02 18:40	9,885	0,880	8,392	1,199	211,0	208,0	18,47
2017-01-02 18:50	8,292	1,213	7,480	1,173	211,0	208,0	18,35
2017-01-02 19:00	8,379	0,949	8,040	0,838	211,0	207,0	18,35
2017-01-02 19:10	8,789	0,705	8,048	0,842	210,0	208,0	18,23
2017-01-02 19:20	8,784	0,849	7,974	0,842	212,0	208,0	18,23
2017-01-02 19:30	8,050	1,064	6,927	1,202	210,0	210,0	18,23
2017-01-02 19:40	7,093	1,067	6,471	1,087	212,0	212,0	18,23
2017-01-02 19:50	6,692	1,191	5,795	1,195	214,0	215,0	18,23
2017-01-02 20:00	7,492	1,046	6,237	0,909	217,0	217,0	18,23
2017-01-02 20:10	7,356	0,923	6,414	0,922	215,0	214,0	18,23
2017-01-02 20:20	7,813	0,787	6,501	0,771	214,0	217,0	18,11
2017-01-02 20:30	7,851	0,992	6,313	1,094	217,0	217,0	18,11
2017-01-02 20:40	6,573	1,103	5,702	1,258	222,0	218,0	18,11
2017-01-02 20:50	4,803	1,288	4,281	0,917	239,0	243,0	17,62
2017-01-02 21:00	4,150	0,772	3,792	0,776	245,0	249,0	17,74
2017-01-02 21:10	4,058	0,885	3,963	1,159	246,0	256,0	17,62
2017-01-02 21:20	3,582	0,752	2,587	0,781	243,0	263,0	17,13
2017-01-02 21:30	2,000	0,318	1,348	0,264	262,0	293,0	16,15
2017-01-02 21:40	1,850	0,318	1,618	0,264	264,0	285,0	16,03
2017-01-02 21:50	3,133	0,715	2,047	0,481	240,0	278,0	15,91
2017-01-02 22:00	4,400	0,629	2,783	0,640	235,0	269,0	15,66
2017-01-02 22:10	5,004	0,772	3,971	0,549	233,0	256,0	15,54
2017-01-02 22:20	5,944	0,807	4,726	0,909	225,0	235,0	16,76
2017-01-02 22:30	6,312	0,858	4,707	0,781	224,0	228,0	17,74
2017-01-02 22:40	6,541	0,911	5,236	0,887	222,0	228,0	17,74
2017-01-02 22:50	6,703	0,885	5,371	0,866	221,0	224,0	17,62
2017-01-02 23:00	7,318	0,992	5,456	0,986	222,0	225,0	17,62
2017-01-02 23:10	6,712	0,816	5,217	0,926	229,0	243,0	16,89
2017-01-02 23:20	5,100	0,973	4,359	0,421	233,0	266,0	15,18
2017-01-02 23:30	4,019	0,919	3,491	0,512	235,0	280,0	15,18
2017-01-02 23:40	3,223	0,705	2,763	0,535	239,0	285,0	15,05
2017-01-02 23:50	2,845	0,498	2,517	0,448	267,0	293,0	15,18
2017-01-03 00:00	3,493	0,812	3,170	0,421	243,0	290,0	15,54
2017-01-03 00:10	2,100	0,653	1,635	0,589	243,0	347,0	15,79
2017-01-03 00:20	4,781	1,096	3,079	0,456	187,0	340,0	16,27
2017-01-03 00:30	7,291	0,641	4,657	0,998	208,0	212,0	16,76
2017-01-03 00:40	5,872	0,889	4,734	0,848	208,0	212,0	17,50
2017-01-03 00:50	6,084	0,762	4,688	0,878	214,0	218,0	17,37
2017-01-03 01:00	5,440	0,826	4,215	0,838	219,0	225,0	17,37
2017-01-03 01:10	6,110	0,393	4,450	0,542	211,0	217,0	17,13
2017-01-03 01:20	6,059	0,318	4,892	0,520	205,0	212,0	17,25
2017-01-03 01:30	5,937	0,197	4,770	0,542	207,0	214,0	17,25
2017-01-03 01:40	5,453	0,474	4,363	0,640	212,0	221,0	17,25
2017-01-03 01:50	4,765	0,431	3,491	0,490	217,0	226,0	17,25
2017-01-03 02:00	4,394	0,521	3,914	0,549	246,0	257,0	17,13
2017-01-03 02:10	4,019	0,457	3,912	0,383	246,0	256,0	16,64
2017-01-03 02:20	4,297	0,670	4,311	0,505	243,0	253,0	16,76
2017-01-03 02:30	4,714	0,521	4,520	0,448	245,0	249,0	16,64
2017-01-03 02:40	4,492	0,491	4,359	0,393	239,0	243,0	16,52
2017-01-03 02:50	6,110	0,521	5,331	0,430	246,0	252,0	16,15
2017-01-03 03:00	6,046	0,413	5,046	0,292	239,0	248,0	15,66
2017-01-03 03:10	6,007	0,466	5,906	0,439	243,0	239,0	16,52
2017-01-03 03:20	5,624	0,710	5,234	0,555	252,0	250,0	16,15
2017-01-03 03:30	6,410	0,528	5,717	0,439	250,0	255,0	16,76
2017-01-03 03:40	6,981	0,973	6,329	0,896	238,0	243,0	18,59
2017-01-03 03:50	6,494	0,853	6,186	0,658	243,0	249,0	19,45
2017-01-03 04:00	6,513	0,682	5,871	0,634	239,0	243,0	19,45
2017-01-03 04:10	6,472	0,563	5,996	0,627	243,0	246,0	19,57
2017-01-03 04:20	5,499	0,641	5,016	0,730	245,0	245,0	19,20
2017-01-03 04:30	4,917	1,000	4,596	0,776	233,0	239,0	19,33
2017-01-03 04:40	4,311	0,571	3,919	0,456	219,0	231,0	19,33
2017-01-03 04:50	3,639	0,528	3,795	0,439	214,0	221,0	19,08
2017-01-03 05:00	3,761	0,506	3,469	0,412	221,0	225,0	18,84
2017-01-03 05:10	3,367	0,422	3,344	0,465	233,0	245,0	18,72
2017-01-03 05:20	3,777	0,604	3,651	0,473	239,0	245,0	18,35
2017-01-03 05:30	3,587	0,383	3,339	0,421	240,0	243,0	18,35
2017-01-03 05:40	4,017	0,482	4,039	0,402	239,0	253,0	17,62
2017-01-03 05:50	3,637	0,318	3,854	0,278	243,0	255,0	17,13
2017-01-03 06:00	4,039	0,693	4,433	0,542	248,0	263,0	17,25
2017-01-03 06:10	3,720	0,449	4,058	0,363	250,0	260,0	16,76
2017-01-03 06:20	3,783	0,363	3,999	0,248	242,0	259,0	17,25
2017-01-03 06:30	3,914	0,373	4,219	0,340	248,0	257,0	17,01
2017-01-03 06:40	3,968	0,403	4,265	0,304	250,0	260,0	17,13
2017-01-03 06:50	4,128	0,403	4,194	0,304	243,0	256,0	17,62
2017-01-03 07:00	4,235	0,373	4,639	0,304	259,0	266,0	17,25
2017-01-03 07:10	4,681	0,373	5,173	0,215	260,0	273,0	16,52
2017-01-03 07:20	4,631	0,305	5,179	0,215	260,0	269,0	16,64
2017-01-03 07:30	5,037	0,341	5,304	0,304	259,0	264,0	17,13
2017-01-03 07:40	5,626	0,373	5,467	0,439	257,0	260,0	17,01
2017-01-03 07:50	5,578	0,431	5,116	0,363	255,0	256,0	17,50
2017-01-03 08:00	5,455	0,466	4,913	0,373	257,0	257,0	17,62
2017-01-03 08:10	5,615	0,413	5,144	0,340	257,0	259,0	17,62
2017-01-03 08:20	5,445	0,513	4,877	0,473	253,0	255,0	17,86
2017-01-03 08:30	5,599	0,373	4,986	0,373	249,0	249,0	18,11
2017-01-03 08:40	6,029	0,604	5,391	0,583	246,0	248,0	18,35
2017-01-03 08:50	5,771	0,457	5,106	0,456	245,0	246,0	18,59
2017-01-03 09:00	5,850	0,474	5,162	0,481	245,0	248,0	18,72
2017-01-03 09:10	6,217	0,466	5,504	0,481	243,0	243,0	18,84
2017-01-03 09:20	6,282	0,584	5,671	0,791	242,0	243,0	18,96
2017-01-03 09:30	5,972	0,571	5,865	0,680	238,0	235,0	19,08
2017-01-03 09:40	6,652	0,949	6,764	0,730	243,0	245,0	19,20
2017-01-03 09:50	6,661	0,768	6,477	0,761	242,0	243,0	19,33
2017-01-03 10:00	6,949	0,816	6,791	0,934	240,0	239,0	19,57
2017-01-03 10:10	7,704	1,046	7,180	0,959	243,0	245,0	19,81
2017-01-03 10:20	6,810	1,089	6,161	1,159	239,0	242,0	19,94
2017-01-03 10:30	6,053	1,198	5,928	1,073	215,0	207,0	20,06
2017-01-03 10:40	4,734	0,876	4,381	0,955	217,0	221,0	20,30
2017-01-03 10:50	5,442	1,151	5,097	1,104	211,0	210,0	20,18
2017-01-03 11:00	4,976	1,075	4,791	0,751	229,0	238,0	20,18
2017-01-03 11:10	4,460	0,894	4,167	0,866	224,0	228,0	20,43
2017-01-03 11:20	5,795	0,894	5,312	0,814	210,0	211,0	20,43
2017-01-03 11:30	7,326	0,936	7,141	0,887	207,0	204,0	20,18
2017-01-03 11:40	6,742	1,089	6,707	1,125	205,0	203,0	20,30
2017-01-03 11:50	7,321	1,248	7,087	1,239	205,0	200,0	20,30
2017-01-03 12:00	7,546	1,064	7,097	1,029	208,0	205,0	20,30
2017-01-03 12:10	7,101	0,876	6,527	0,922	208,0	207,0	20,43
2017-01-03 12:20	7,160	1,089	6,967	1,010	212,0	207,0	20,18
2017-01-03 12:30	6,755	1,041	6,365	1,175	211,0	214,0	20,43
2017-01-03 12:40	7,272	0,952	6,802	1,112	208,0	204,0	20,43
2017-01-03 12:50	7,492	0,792	7,169	0,874	210,0	208,0	20,18
2017-01-03 13:00	8,216	0,831	7,741	0,735	210,0	207,0	20,06
2017-01-03 13:10	7,767	0,940	6,995	0,861	205,0	204,0	20,18
2017-01-03 13:20	8,270	0,721	8,009	0,994	204,0	198,0	20,30
2017-01-03 13:30	7,938	0,762	7,472	0,810	204,0	201,0	20,30
2017-01-03 13:40	7,968	0,871	7,448	0,917	208,0	204,0	20,30
2017-01-03 13:50	8,096	1,117	7,735	1,002	207,0	205,0	20,43
2017-01-03 14:00	8,041	0,758	7,624	0,967	203,0	203,0	20,55
2017-01-03 14:10	8,264	0,931	7,939	0,900	204,0	200,0	20,43
2017-01-03 14:20	7,191	0,985	6,490	1,051	201,0	203,0	20,43
2017-01-03 14:30	8,392	1,100	7,803	1,243	205,0	203,0	20,55
2017-01-03 14:40	8,180	0,849	8,018	1,002	205,0	200,0	20,30
2017-01-03 14:50	8,264	0,957	7,716	1,136	208,0	207,0	20,30
2017-01-03 15:00	7,819	1,012	7,676	1,076	205,0	204,0	20,30
2017-01-03 15:10	7,476	1,181	7,459	1,125	208,0	201,0	20,30
2017-01-03 15:20	7,721	0,940	7,134	1,002	210,0	205,0	20,43
2017-01-03 15:30	8,482	0,802	7,885	1,029	205,0	200,0	20,30
2017-01-03 15:40	7,978	0,944	7,863	1,073	207,0	201,0	20,43
2017-01-03 15:50	8,661	0,835	8,061	0,934	203,0	198,0	20,30
2017-01-03 16:00	7,079	0,782	6,596	0,942	197,0	195,0	20,30
2017-01-03 16:10	7,389	0,880	6,960	0,866	203,0	203,0	20,18
2017-01-03 16:20	6,840	0,732	6,186	0,796	200,0	195,0	20,06
2017-01-03 16:30	7,060	0,931	6,403	0,990	207,0	207,0	19,94
2017-01-03 16:40	6,548	1,217	6,031	1,237	211,0	210,0	20,06
2017-01-03 16:50	5,418	1,291	5,062	1,267	214,0	210,0	20,06
2017-01-03 17:00	4,605	1,346	4,178	1,370	211,0	211,0	20,18
2017-01-03 17:10	4,969	1,481	4,511	1,183	219,0	212,0	20,30
2017-01-03 17:20	4,900	1,000	4,718	1,132	231,0	235,0	20,55
2017-01-03 17:30	4,669	1,023	4,294	0,930	245,0	246,0	20,67
2017-01-03 17:40	5,366	1,242	5,141	1,179	242,0	243,0	20,91
2017-01-03 17:50	4,915	1,049	5,269	1,084	246,0	253,0	20,91
2017-01-03 18:00	6,475	0,988	6,460	0,820	245,0	249,0	21,04
2017-01-03 18:10	6,439	0,665	5,917	0,627	246,0	246,0	21,04
2017-01-03 18:20	7,006	0,535	6,425	0,658	249,0	248,0	20,91
2017-01-03 18:30	7,957	0,571	7,128	0,627	249,0	246,0	21,04
2017-01-03 18:40	8,196	0,665	7,467	0,829	252,0	252,0	21,04
2017-01-03 18:50	8,373	0,641	7,399	0,714	253,0	252,0	21,04
2017-01-03 19:00	8,262	0,604	7,361	0,791	256,0	255,0	21,04
2017-01-03 19:10	8,694	0,732	7,459	0,848	262,0	263,0	21,04
2017-01-03 19:20	8,637	0,710	7,299	0,703	264,0	263,0	20,91
2017-01-03 19:30	9,026	0,688	8,197	0,781	264,0	263,0	21,04
2017-01-03 19:40	8,324	0,710	6,603	0,970	266,0	262,0	20,79
2017-01-03 19:50	7,987	0,762	6,956	0,697	256,0	256,0	21,04
2017-01-03 20:00	7,335	0,647	6,272	0,645	256,0	252,0	21,16
2017-01-03 20:10	7,924	0,563	6,712	0,781	260,0	256,0	21,04
2017-01-03 20:20	8,199	0,584	7,280	0,697	259,0	256,0	21,28
2017-01-03 20:30	8,082	0,676	7,239	0,781	263,0	259,0	21,16
2017-01-03 20:40	7,762	0,623	6,862	0,570	256,0	253,0	21,28
2017-01-03 20:50	7,291	0,682	6,063	0,615	259,0	256,0	21,16
2017-01-03 21:00	7,128	0,597	6,289	0,714	260,0	255,0	20,91
2017-01-03 21:10	7,350	0,557	6,588	0,549	257,0	256,0	21,04
2017-01-03 21:20	7,321	0,665	6,520	0,697	257,0	256,0	21,16
2017-01-03 21:30	8,035	0,647	7,084	0,608	255,0	255,0	21,40
2017-01-03 21:40	8,035	0,659	6,870	0,658	257,0	256,0	21,52
2017-01-03 21:50	7,862	0,571	7,014	0,663	262,0	262,0	21,65
2017-01-03 22:00	7,546	0,665	6,731	0,663	260,0	257,0	21,65
2017-01-03 22:10	7,505	0,747	6,899	0,842	259,0	256,0	21,89
2017-01-03 22:20	5,543	0,902	4,566	0,719	250,0	242,0	21,77
2017-01-03 22:30	5,235	0,710	4,720	0,473	235,0	222,0	21,77
2017-01-03 22:40	5,240	0,449	4,657	0,465	225,0	215,0	21,65
2017-01-03 22:50	4,631	0,440	5,025	0,938	207,0	179,0	19,57
2017-01-03 23:00	5,855	0,431	5,608	0,248	188,0	181,0	18,59
2017-01-03 23:10	5,885	0,176	4,764	0,304	183,0	179,0	18,59
2017-01-03 23:20	3,995	0,610	2,905	0,761	172,0	184,0	17,50
