Date/Time	Velocidad a 100m [m/s]	StdAne1 [m/s]	Velocidad a 80 [m/s]	StdAne2 [m/s]	Veleta a 100 [°]	Veleta a 80 m [°]	temperatura 5 [°C]
2017-01-15 10:40	9,343	1,645	8,585	1,454	18,0	15,0	16,76
2017-01-15 10:50	9,757	1,041	8,962	1,169	17,0	17,0	16,76
2017-01-15 11:00	8,789	1,078	7,581	1,183	21,0	20,0	16,76
2017-01-15 11:10	9,447	1,064	8,142	1,252	38,0	37,0	16,76
2017-01-15 11:20	8,403	1,543	8,005	1,476	35,0	35,0	16,76
2017-01-15 11:30	8,504	1,355	8,012	1,537	34,0	32,0	16,64
2017-01-15 11:40	8,294	1,027	7,728	1,252	34,0	37,0	16,76
2017-01-15 11:50	8,691	1,266	7,983	1,289	30,0	27,0	16,76
2017-01-15 12:00	8,715	0,889	7,915	0,922	14,0	11,0	17,01
2017-01-15 12:10	8,327	1,093	7,790	1,291	25,0	21,0	17,13
2017-01-15 12:20	8,800	1,178	8,040	1,149	35,0	37,0	17,01
2017-01-15 12:30	9,189	1,332	8,316	1,427	30,0	31,0	16,89
2017-01-15 12:40	9,338	1,327	8,066	1,468	44,0	44,0	16,89
2017-01-15 12:50	9,640	1,320	8,930	1,333	51,0	52,0	16,89
2017-01-15 13:00	8,229	1,255	7,719	1,425	25,0	23,0	16,76
2017-01-15 13:10	8,047	0,936	7,541	1,097	17,0	17,0	17,01
2017-01-15 13:20	8,050	1,332	7,825	1,282	25,0	23,0	17,25
2017-01-15 13:30	8,124	0,949	7,310	1,115	35,0	37,0	17,37
2017-01-15 13:40	8,998	1,312	7,770	1,390	25,0	25,0	17,50
2017-01-15 13:50	10,391	1,306	9,411	1,387	38,0	38,0	17,25
2017-01-15 14:00	10,573	1,141	9,627	1,165	32,0	32,0	17,25
2017-01-15 14:10	9,703	1,406	8,612	1,570	21,0	20,0	17,50
2017-01-15 14:20	9,912	1,604	8,427	1,646	38,0	37,0	17,86
2017-01-15 14:30	8,974	1,502	8,422	1,554	25,0	23,0	17,74
2017-01-15 14:40	9,665	1,419	8,588	1,690	20,0	15,0	17,62
2017-01-15 14:50	9,720	1,545	8,259	1,491	41,0	44,0	17,74
2017-01-15 15:00	10,402	1,579	9,605	1,494	39,0	39,0	17,74
2017-01-15 15:10	11,601	1,251	10,325	1,486	53,0	53,0	17,37
2017-01-15 15:20	11,416	1,798	10,404	1,658	53,0	56,0	17,37
2017-01-15 15:30	10,845	1,355	9,562	1,644	41,0	41,0	17,74
2017-01-15 15:40	10,132	1,229	9,258	1,270	39,0	39,0	17,74
2017-01-15 15:50	11,106	1,320	10,332	1,285	42,0	41,0	17,62
2017-01-15 16:00	9,162	1,748	8,216	1,678	39,0	35,0	17,86
2017-01-15 16:10	9,545	1,400	8,281	1,400	41,0	41,0	17,98
2017-01-15 16:20	10,209	1,736	9,028	1,735	39,0	39,0	17,74
2017-01-15 16:30	10,399	1,363	9,359	1,436	35,0	32,0	17,62
2017-01-15 16:40	11,630	1,769	10,395	1,803	42,0	42,0	17,37
2017-01-15 16:50	13,273	1,355	11,651	1,454	41,0	41,0	17,13
2017-01-15 17:00	12,879	1,757	11,305	1,608	42,0	42,0	17,13
2017-01-15 17:10	13,110	1,336	11,806	1,400	39,0	39,0	16,89
2017-01-15 17:20	13,287	1,465	11,882	1,649	37,0	37,0	16,89
2017-01-15 17:30	10,801	1,201	9,345	1,381	25,0	24,0	17,01
2017-01-15 17:40	9,654	1,174	8,708	1,403	13,0	11,0	17,01
2017-01-15 17:50	9,094	1,008	8,338	1,146	20,0	17,0	17,01
2017-01-15 18:00	9,554	1,067	8,327	1,303	18,0	20,0	16,89
2017-01-15 18:10	10,209	1,489	8,571	1,336	31,0	30,0	16,64
2017-01-15 18:20	10,601	1,027	9,890	1,138	37,0	39,0	16,52
2017-01-15 18:30	10,016	1,454	8,762	1,406	31,0	30,0	16,40
2017-01-15 18:40	9,827	1,718	8,819	1,606	23,0	21,0	16,40
2017-01-15 18:50	10,780	1,019	9,673	1,208	23,0	20,0	16,40
2017-01-15 19:00	9,874	1,165	8,718	1,336	20,0	21,0	16,15
2017-01-15 19:10	9,740	1,117	8,582	1,108	4,0	3,0	16,15
2017-01-15 19:20	10,274	1,300	9,261	1,276	0,0	357,0	16,27
2017-01-15 19:30	8,741	1,398	7,415	1,606	13,0	11,0	16,52
2017-01-15 19:40	8,264	1,392	7,154	1,398	25,0	25,0	16,64
2017-01-15 19:50	10,812	1,570	9,502	1,779	23,0	24,0	16,64
2017-01-15 20:00	11,037	1,703	9,592	1,961	17,0	15,0	16,52
2017-01-15 20:10	8,288	1,408	7,461	1,341	27,0	28,0	16,52
2017-01-15 20:20	10,054	1,823	8,835	1,686	23,0	21,0	16,52
2017-01-15 20:30	11,565	1,294	10,278	1,611	18,0	17,0	16,52
2017-01-15 20:40	11,063	1,223	10,016	1,341	20,0	17,0	16,52
2017-01-15 20:50	9,720	1,414	8,290	1,433	24,0	21,0	16,40
2017-01-15 21:00	11,362	0,894	9,860	1,163	20,0	18,0	16,40
2017-01-15 21:10	10,579	1,589	9,211	1,441	17,0	15,0	16,40
2017-01-15 21:20	10,026	1,341	8,349	1,623	18,0	18,0	16,40
2017-01-15 21:30	7,476	1,266	6,655	1,025	32,0	31,0	16,52
2017-01-15 21:40	7,736	1,178	6,601	1,129	32,0	34,0	16,52
2017-01-15 21:50	8,235	1,815	7,006	1,390	21,0	23,0	16,52
2017-01-15 22:00	10,399	1,430	9,239	1,542	14,0	15,0	16,52
2017-01-15 22:10	11,307	1,053	10,032	1,142	8,0	6,0	16,64
2017-01-15 22:20	10,832	0,787	9,966	0,983	10,0	8,0	16,64
2017-01-15 22:30	9,673	0,973	8,718	1,163	18,0	18,0	16,64
2017-01-15 22:40	7,886	1,155	6,940	1,129	27,0	30,0	16,52
2017-01-15 22:50	9,866	1,417	8,482	1,454	21,0	20,0	16,64
2017-01-15 23:00	10,405	1,320	8,582	1,392	18,0	17,0	16,64
2017-01-15 23:10	11,223	1,473	9,874	1,535	15,0	14,0	16,64
2017-01-15 23:20	8,656	1,481	7,684	1,152	27,0	27,0	16,64
2017-01-15 23:30	8,327	1,227	7,559	1,270	41,0	39,0	16,76
2017-01-15 23:40	9,646	1,124	8,181	1,261	42,0	44,0	16,64
2017-01-15 23:50	10,758	1,211	9,701	1,122	51,0	51,0	16,64
2017-01-16 00:00	11,248	1,151	10,289	1,319	53,0	53,0	16,52
2017-01-16 00:10	9,921	1,184	8,769	1,400	46,0	46,0	16,40
2017-01-16 00:20	8,806	1,041	7,367	1,043	39,0	39,0	16,40
2017-01-16 00:30	9,980	0,957	8,135	1,138	37,0	37,0	16,40
2017-01-16 00:40	9,123	0,885	7,918	1,055	38,0	39,0	16,27
2017-01-16 00:50	7,476	0,919	6,680	0,909	39,0	38,0	16,27
2017-01-16 01:00	8,321	1,067	7,204	1,202	39,0	39,0	16,27
2017-01-16 01:10	7,579	1,008	6,891	1,066	42,0	41,0	16,40
2017-01-16 01:20	7,808	1,406	6,729	1,519	38,0	37,0	16,27
2017-01-16 01:30	7,715	1,038	6,644	1,076	41,0	39,0	16,27
2017-01-16 01:40	8,525	1,060	7,000	1,315	39,0	42,0	16,27
2017-01-16 01:50	8,827	0,980	8,186	1,005	30,0	27,0	16,27
2017-01-16 02:00	7,756	0,778	7,108	0,829	15,0	11,0	16,40
2017-01-16 02:10	6,750	0,928	5,789	0,786	11,0	10,0	16,27
2017-01-16 02:20	6,616	0,880	5,982	0,725	13,0	10,0	16,40
2017-01-16 02:30	6,639	0,952	5,551	0,866	18,0	18,0	16,40
2017-01-16 02:40	8,612	0,653	7,378	0,892	18,0	18,0	16,52
2017-01-16 02:50	8,183	0,721	6,932	0,950	14,0	13,0	16,52
2017-01-16 03:00	7,938	0,676	7,030	0,814	10,0	8,0	16,40
2017-01-16 03:10	7,808	0,629	6,650	0,874	20,0	18,0	16,40
2017-01-16 03:20	6,059	0,831	5,255	0,833	30,0	31,0	16,40
2017-01-16 03:30	6,603	0,996	5,630	0,838	35,0	34,0	16,52
2017-01-16 03:40	7,917	0,889	6,881	0,967	42,0	39,0	16,52
2017-01-16 03:50	8,488	0,577	7,592	0,786	39,0	37,0	16,52
2017-01-16 04:00	6,975	0,787	6,253	0,887	41,0	39,0	16,52
2017-01-16 04:10	6,886	1,096	6,189	1,066	60,0	59,0	16,64
2017-01-16 04:20	8,096	0,659	7,165	0,680	68,0	68,0	16,64
2017-01-16 04:30	6,894	0,949	6,078	1,013	56,0	53,0	16,52
2017-01-16 04:40	5,401	0,584	4,704	0,535	52,0	52,0	16,52
2017-01-16 04:50	4,675	0,563	3,958	0,512	60,0	58,0	16,52
2017-01-16 05:00	4,612	0,844	3,912	0,751	69,0	65,0	16,52
2017-01-16 05:10	5,702	0,577	5,130	0,596	72,0	70,0	16,52
2017-01-16 05:20	6,478	0,506	5,833	0,652	69,0	66,0	16,40
2017-01-16 05:30	5,708	0,513	4,864	0,640	68,0	66,0	16,52
2017-01-16 05:40	5,564	0,474	5,066	0,456	84,0	82,0	16,52
2017-01-16 05:50	6,212	1,509	5,122	1,255	80,0	82,0	16,40
2017-01-16 06:00	6,696	0,980	5,752	0,942	83,0	79,0	16,40
2017-01-16 06:10	7,416	1,003	6,466	0,917	89,0	87,0	16,40
2017-01-16 06:20	7,895	0,944	6,829	0,857	89,0	87,0	16,27
2017-01-16 06:30	7,773	0,968	6,620	0,942	87,0	86,0	16,40
2017-01-16 06:40	7,158	0,778	6,438	0,697	86,0	84,0	16,40
2017-01-16 06:50	7,079	0,597	5,952	0,725	87,0	83,0	16,40
2017-01-16 07:00	7,618	1,071	6,063	1,101	84,0	83,0	16,27
2017-01-16 07:10	6,195	0,792	5,301	0,680	84,0	83,0	16,15
2017-01-16 07:20	7,010	0,973	6,120	0,866	82,0	79,0	16,40
2017-01-16 07:30	7,982	0,992	7,117	0,950	82,0	82,0	16,27
2017-01-16 07:40	8,406	0,571	7,128	0,697	73,0	70,0	16,27
2017-01-16 07:50	7,680	0,742	6,438	0,756	69,0	65,0	16,27
2017-01-16 08:00	6,051	0,698	4,959	0,663	69,0	66,0	16,27
2017-01-16 08:10	5,556	0,772	4,813	0,703	73,0	68,0	16,27
2017-01-16 08:20	6,445	0,968	5,271	0,959	79,0	76,0	16,27
2017-01-16 08:30	7,060	0,705	6,270	0,692	84,0	83,0	16,40
2017-01-16 08:40	6,149	0,821	5,147	0,692	80,0	79,0	16,52
2017-01-16 08:50	6,831	0,940	6,118	0,805	75,0	70,0	16,64
2017-01-16 09:00	6,279	0,736	5,778	0,745	68,0	68,0	16,64
2017-01-16 09:10	6,650	0,747	6,061	0,833	69,0	66,0	16,76
2017-01-16 09:20	6,546	0,653	5,917	0,692	68,0	65,0	16,76
2017-01-16 09:30	7,185	0,721	6,153	0,934	68,0	66,0	16,64
2017-01-16 09:40	6,826	0,659	5,804	0,761	65,0	65,0	16,76
2017-01-16 09:50	6,146	0,902	5,565	0,800	70,0	69,0	17,13
2017-01-16 10:00	6,519	0,816	5,850	0,833	66,0	66,0	17,13
2017-01-16 10:10	6,032	0,623	5,691	0,786	75,0	75,0	17,13
2017-01-16 10:20	5,866	0,641	5,554	0,645	76,0	73,0	17,13
2017-01-16 10:30	6,247	0,840	5,865	0,866	79,0	77,0	17,25
2017-01-16 10:40	5,649	0,898	5,112	0,838	75,0	75,0	17,37
2017-01-16 10:50	5,717	0,616	5,353	0,640	73,0	73,0	17,50
2017-01-16 11:00	5,203	0,604	4,857	0,708	79,0	80,0	17,50
2017-01-16 11:10	5,502	0,647	5,258	0,703	68,0	66,0	17,74
2017-01-16 11:20	5,488	0,762	5,255	0,842	76,0	76,0	17,74
2017-01-16 11:30	5,787	0,535	5,284	0,909	75,0	72,0	17,74
2017-01-16 11:40	5,719	0,742	5,532	0,838	75,0	73,0	17,62
2017-01-16 11:50	5,684	0,634	5,177	0,692	87,0	84,0	17,86
2017-01-16 12:00	5,869	1,019	5,323	0,990	87,0	91,0	17,98
2017-01-16 12:10	6,230	0,682	5,982	0,708	68,0	65,0	17,62
2017-01-16 12:20	4,985	0,816	4,881	0,950	73,0	68,0	17,74
2017-01-16 12:30	5,265	1,336	4,968	1,358	82,0	83,0	17,86
2017-01-16 12:40	5,159	0,985	5,075	0,909	79,0	80,0	17,86
2017-01-16 12:50	5,284	0,844	5,193	1,043	82,0	82,0	17,86
2017-01-16 13:00	5,458	0,898	5,095	1,119	68,0	65,0	17,74
2017-01-16 13:10	5,948	0,889	5,700	0,947	72,0	72,0	17,98
2017-01-16 13:20	5,872	0,715	5,754	0,805	80,0	83,0	17,74
2017-01-16 13:30	5,771	1,089	5,426	1,073	79,0	83,0	17,98
2017-01-16 13:40	5,948	0,705	5,749	0,887	73,0	70,0	18,11
2017-01-16 13:50	5,515	0,821	5,299	0,922	72,0	70,0	17,98
2017-01-16 14:00	5,820	0,768	5,443	0,998	79,0	82,0	17,86
2017-01-16 14:10	5,924	0,831	5,841	0,861	89,0	90,0	18,11
2017-01-16 14:20	6,130	0,629	5,917	0,692	93,0	93,0	18,11
2017-01-16 14:30	5,621	0,676	5,253	0,776	97,0	98,0	18,23
2017-01-16 14:40	5,399	0,758	5,231	0,627	87,0	90,0	18,35
2017-01-16 14:50	5,284	0,802	5,008	0,781	94,0	98,0	17,98
2017-01-16 15:00	4,822	0,604	4,572	0,687	90,0	94,0	18,23
2017-01-16 15:10	4,566	0,653	4,465	0,658	83,0	84,0	18,11
2017-01-16 15:20	4,337	0,616	4,194	0,697	83,0	86,0	18,11
2017-01-16 15:30	4,925	0,528	4,650	0,645	89,0	91,0	18,11
2017-01-16 15:40	4,425	0,693	4,156	0,658	89,0	91,0	18,23
2017-01-16 15:50	4,224	0,535	4,036	0,687	80,0	82,0	18,47
2017-01-16 16:00	4,297	0,431	4,265	0,505	86,0	86,0	18,23
2017-01-16 16:10	4,558	0,506	4,237	0,535	82,0	83,0	18,47
2017-01-16 16:20	4,359	0,413	4,200	0,583	80,0	84,0	18,35
2017-01-16 16:30	4,374	0,498	4,243	0,576	77,0	77,0	18,35
2017-01-16 16:40	4,725	0,543	4,533	0,527	82,0	84,0	18,23
2017-01-16 16:50	4,623	0,528	4,617	0,535	82,0	86,0	18,47
2017-01-16 17:00	4,235	0,431	4,204	0,640	76,0	80,0	18,23
2017-01-16 17:10	4,607	0,352	4,585	0,512	75,0	76,0	18,23
2017-01-16 17:20	4,664	0,352	4,846	0,340	70,0	76,0	17,98
2017-01-16 17:30	4,631	0,413	4,648	0,505	68,0	72,0	18,11
2017-01-16 17:40	4,572	0,431	4,365	0,412	66,0	70,0	17,86
2017-01-16 17:50	4,199	0,403	4,069	0,340	72,0	77,0	17,74
2017-01-16 18:00	4,324	0,352	4,107	0,465	70,0	77,0	17,50
2017-01-16 18:10	4,363	0,413	4,183	0,352	70,0	77,0	17,37
2017-01-16 18:20	4,734	0,506	4,378	0,535	69,0	73,0	17,13
2017-01-16 18:30	4,923	0,403	4,348	0,421	58,0	66,0	16,89
2017-01-16 18:40	5,009	0,543	3,678	0,520	49,0	53,0	16,64
2017-01-16 18:50	6,190	0,577	4,394	0,663	46,0	51,0	16,52
2017-01-16 19:00	5,988	0,802	4,294	0,776	46,0	53,0	16,27
2017-01-16 19:10	6,040	0,584	4,801	0,892	44,0	46,0	16,15
2017-01-16 19:20	5,744	0,876	5,127	1,047	49,0	49,0	16,27
2017-01-16 19:30	4,346	0,831	3,038	0,810	52,0	49,0	16,15
2017-01-16 19:40	6,138	1,000	5,130	1,553	51,0	55,0	16,15
2017-01-16 19:50	7,729	0,782	6,821	1,087	45,0	45,0	16,27
2017-01-16 20:00	6,799	0,616	6,601	1,066	41,0	31,0	15,91
2017-01-16 20:10	5,950	0,383	5,626	0,675	30,0	23,0	16,15
2017-01-16 20:20	6,764	0,278	4,612	0,589	31,0	23,0	16,40
2017-01-16 20:30	6,497	0,521	3,445	0,719	28,0	25,0	16,76
2017-01-16 20:40	5,515	0,928	3,120	0,741	23,0	31,0	16,52
2017-01-16 20:50	7,400	1,103	6,150	1,943	14,0	7,0	16,76
2017-01-16 21:00	7,623	0,278	7,872	0,196	14,0	8,0	17,50
2017-01-16 21:10	7,900	0,422	7,328	0,465	17,0	13,0	17,50
2017-01-16 21:20	8,030	0,577	7,154	0,658	17,0	13,0	17,74
2017-01-16 21:30	7,826	0,329	7,019	0,430	20,0	14,0	17,86
2017-01-16 21:40	7,416	0,352	7,114	0,352	18,0	15,0	17,98
2017-01-16 21:50	7,356	0,413	6,533	0,520	21,0	17,0	17,98
2017-01-16 22:00	7,699	0,413	7,090	0,465	18,0	13,0	17,98
2017-01-16 22:10	7,954	0,543	6,938	0,634	20,0	13,0	17,86
2017-01-16 22:20	8,414	0,543	7,047	0,838	17,0	13,0	17,74
2017-01-16 22:30	8,626	0,457	7,225	0,781	18,0	13,0	17,98
2017-01-16 22:40	8,085	0,466	6,281	0,874	18,0	14,0	17,62
2017-01-16 22:50	8,231	0,752	6,414	0,900	18,0	17,0	17,62
2017-01-16 23:00	5,879	1,103	3,331	0,955	27,0	35,0	17,37
2017-01-16 23:10	6,310	0,629	4,357	0,621	30,0	31,0	17,37
2017-01-16 23:20	6,103	0,557	4,601	0,520	30,0	31,0	17,37
2017-01-16 23:30	6,432	0,597	4,986	0,490	30,0	31,0	17,25
2017-01-16 23:40	6,377	0,557	4,986	0,675	30,0	32,0	17,25
2017-01-16 23:50	6,024	0,705	4,709	0,745	31,0	37,0	17,25
2017-01-17 00:00	6,247	0,604	4,520	0,602	27,0	30,0	17,13
2017-01-17 00:10	6,328	0,721	3,619	0,751	23,0	23,0	17,25
2017-01-17 00:20	7,392	0,557	5,847	1,039	18,0	14,0	17,62
2017-01-17 00:30	7,263	0,466	5,643	0,741	15,0	11,0	17,37
2017-01-17 00:40	7,372	0,363	6,555	0,412	11,0	3,0	17,50
2017-01-17 00:50	7,095	0,543	6,723	0,430	7,0	3,0	17,74
2017-01-17 01:00	6,799	0,778	5,757	0,805	15,0	10,0	17,86
2017-01-17 01:10	6,252	0,482	5,136	0,692	20,0	14,0	17,74
2017-01-17 01:20	4,161	0,977	1,455	0,497	24,0	28,0	16,89
2017-01-17 01:30	5,420	0,563	2,948	0,866	24,0	21,0	16,89
2017-01-17 01:40	5,440	0,623	3,138	0,505	21,0	17,0	16,89
2017-01-17 01:50	5,896	0,571	3,838	0,596	13,0	3,0	16,03
2017-01-17 02:00	5,213	0,721	3,022	0,810	13,0	10,0	15,54
2017-01-17 02:10	5,649	0,616	4,715	0,829	17,0	3,0	15,66
2017-01-17 02:20	5,469	0,792	4,794	0,687	25,0	14,0	17,25
2017-01-17 02:30	4,963	0,543	4,261	0,608	31,0	17,0	17,01
2017-01-17 02:40	4,800	0,688	4,104	0,645	35,0	23,0	17,37
2017-01-17 02:50	4,536	0,528	3,830	0,570	44,0	34,0	17,37
2017-01-17 03:00	4,385	0,659	4,316	0,439	31,0	24,0	17,50
2017-01-17 03:10	3,694	0,352	3,333	0,304	35,0	28,0	17,01
2017-01-17 03:20	4,305	0,431	3,934	0,439	31,0	21,0	16,64
2017-01-17 03:30	3,905	0,393	3,730	0,402	25,0	17,0	16,76
2017-01-17 03:40	4,492	0,571	3,936	0,329	37,0	23,0	16,27
2017-01-17 03:50	3,875	0,422	3,559	0,596	45,0	28,0	16,52
2017-01-17 04:00	3,720	0,466	3,388	0,439	41,0	23,0	16,27
2017-01-17 04:10	3,840	0,474	4,080	0,439	28,0	13,0	15,91
2017-01-17 04:20	3,204	0,457	3,342	0,465	27,0	17,0	15,42
2017-01-17 04:30	3,438	0,233	3,741	0,196	24,0	11,0	14,69
2017-01-17 04:40	3,655	0,292	3,749	0,264	25,0	13,0	14,93
2017-01-17 04:50	3,546	0,318	3,776	0,196	20,0	4,0	14,44
2017-01-17 05:00	4,014	0,329	4,215	0,292	10,0	0,0	14,57
2017-01-17 05:10	3,997	0,278	4,143	0,329	13,0	4,0	15,05
2017-01-17 05:20	4,265	0,363	4,202	0,317	17,0	4,0	14,93
2017-01-17 05:30	4,457	0,249	4,230	0,278	13,0	3,0	15,42
2017-01-17 05:40	4,080	0,373	3,638	0,248	17,0	8,0	15,54
2017-01-17 05:50	4,039	0,393	3,664	0,317	15,0	3,0	15,79
2017-01-17 06:00	4,337	0,413	4,080	0,215	15,0	7,0	15,66
2017-01-17 06:10	4,030	0,440	3,893	0,317	17,0	7,0	15,91
2017-01-17 06:20	4,207	0,449	3,819	0,456	17,0	7,0	15,54
2017-01-17 06:30	4,359	0,318	4,221	0,232	21,0	13,0	15,54
2017-01-17 06:40	4,128	0,352	4,186	0,456	24,0	15,0	15,42
2017-01-17 06:50	4,569	0,264	4,582	0,232	18,0	8,0	15,18
2017-01-17 07:00	4,732	0,305	4,666	0,215	18,0	6,0	14,93
2017-01-17 07:10	4,627	0,278	4,316	0,363	21,0	8,0	15,18
2017-01-17 07:20	4,727	0,292	3,529	0,481	11,0	7,0	14,81
2017-01-17 07:30	4,637	0,264	2,829	0,363	13,0	6,0	14,44
2017-01-17 07:40	4,594	0,264	3,507	0,340	15,0	1,0	14,57
2017-01-17 07:50	4,564	0,305	3,754	0,563	15,0	1,0	14,44
2017-01-17 08:00	4,719	0,264	3,904	0,512	14,0	359,0	14,44
2017-01-17 08:10	4,847	0,249	3,521	0,771	10,0	1,0	14,20
2017-01-17 08:20	4,858	0,292	3,974	0,490	13,0	0,0	14,20
2017-01-17 08:30	4,472	0,249	3,282	0,412	14,0	359,0	14,20
2017-01-17 08:40	4,311	0,233	2,585	0,352	13,0	1,0	14,44
2017-01-17 08:50	4,333	0,216	3,089	0,363	13,0	4,0	14,57
2017-01-17 09:00	4,074	0,233	2,859	0,363	21,0	10,0	14,93
2017-01-17 09:10	3,775	0,318	2,772	0,505	23,0	11,0	15,79
2017-01-17 09:20	2,894	0,506	2,530	0,352	25,0	23,0	16,40
2017-01-17 09:30	2,875	0,383	2,772	0,340	27,0	21,0	16,76
2017-01-17 09:40	3,114	0,403	2,878	0,421	30,0	24,0	16,76
2017-01-17 09:50	3,073	0,506	3,122	0,490	51,0	59,0	16,89
2017-01-17 10:00	3,247	0,610	3,146	0,615	53,0	56,0	17,01
2017-01-17 10:10	3,500	0,440	3,146	0,589	66,0	65,0	16,89
2017-01-17 10:20	3,228	0,498	2,997	0,535	59,0	58,0	17,13
2017-01-17 10:30	3,084	0,634	2,872	0,680	63,0	66,0	17,25
2017-01-17 10:40	2,774	0,647	2,748	0,596	62,0	53,0	17,50
2017-01-17 10:50	3,568	0,506	3,512	0,640	84,0	86,0	17,74
2017-01-17 11:00	3,982	0,431	4,139	0,535	87,0	86,0	17,74
2017-01-17 11:10	4,337	0,634	3,925	0,781	84,0	86,0	17,74
2017-01-17 11:20	4,594	0,491	4,381	0,563	89,0	90,0	17,86
2017-01-17 11:30	4,080	0,688	3,898	0,745	96,0	97,0	17,86
2017-01-17 11:40	4,438	0,491	4,363	0,608	87,0	86,0	18,11
2017-01-17 11:50	4,147	0,584	3,912	0,555	89,0	89,0	17,98
2017-01-17 12:00	4,134	0,550	3,934	0,481	87,0	90,0	18,11
2017-01-17 12:10	3,919	0,498	3,893	0,563	93,0	96,0	18,11
2017-01-17 12:20	4,520	0,659	3,904	0,730	93,0	96,0	18,11
2017-01-17 12:30	4,627	0,584	4,490	0,640	101,0	101,0	18,47
2017-01-17 12:40	3,900	0,670	3,865	0,583	94,0	89,0	18,35
2017-01-17 12:50	3,375	0,726	3,347	0,675	82,0	83,0	18,35
2017-01-17 13:00	3,799	0,762	3,762	0,852	101,0	108,0	18,11
2017-01-17 13:10	4,425	0,634	4,441	0,687	94,0	98,0	18,35
2017-01-17 13:20	4,126	0,653	4,050	0,892	103,0	101,0	18,23
2017-01-17 13:30	4,444	0,693	4,207	0,900	101,0	100,0	18,11
2017-01-17 13:40	4,101	0,705	4,056	0,833	93,0	91,0	18,11
2017-01-17 13:50	4,483	0,577	4,210	0,986	97,0	101,0	18,11
2017-01-17 14:00	4,740	0,641	4,276	0,751	91,0	97,0	18,11
2017-01-17 14:10	4,923	0,858	4,557	1,021	87,0	87,0	17,98
2017-01-17 14:20	4,847	0,705	4,740	0,771	87,0	84,0	18,11
2017-01-17 14:30	4,803	0,659	4,550	0,652	98,0	103,0	18,11
2017-01-17 14:40	4,987	0,577	4,568	0,583	93,0	94,0	18,35
2017-01-17 14:50	4,993	0,693	4,672	0,745	87,0	86,0	18,47
2017-01-17 15:00	5,482	0,688	5,179	0,814	83,0	82,0	18,23
2017-01-17 15:10	5,842	0,693	5,626	0,615	91,0	93,0	17,86
2017-01-17 15:20	5,418	0,634	5,155	0,621	91,0	91,0	17,98
2017-01-17 15:30	5,265	0,528	5,130	0,535	80,0	83,0	17,98
2017-01-17 15:40	5,388	0,659	5,112	0,745	90,0	93,0	17,98
2017-01-17 15:50	5,440	0,584	5,279	0,645	100,0	97,0	17,86
2017-01-17 16:00	5,322	0,670	5,220	0,800	83,0	83,0	17,74
2017-01-17 16:10	4,923	0,563	4,585	0,615	90,0	90,0	17,74
2017-01-17 16:20	5,148	0,571	4,970	0,627	94,0	94,0	17,74
2017-01-17 16:30	4,683	0,641	4,367	0,786	86,0	86,0	17,50
2017-01-17 16:40	4,487	0,449	4,343	0,589	77,0	76,0	17,62
2017-01-17 16:50	4,370	0,413	4,156	0,576	83,0	82,0	17,62
2017-01-17 17:00	4,121	0,792	3,982	0,870	89,0	87,0	17,62
2017-01-17 17:10	4,069	0,431	3,800	0,505	86,0	86,0	17,62
2017-01-17 17:20	4,354	0,474	4,150	0,615	84,0	83,0	17,62
2017-01-17 17:30	4,302	0,393	4,172	0,481	89,0	86,0	17,50
2017-01-17 17:40	4,411	0,431	4,237	0,412	80,0	79,0	17,25
2017-01-17 17:50	4,466	0,431	4,392	0,430	82,0	80,0	17,13
2017-01-17 18:00	4,276	0,264	3,991	0,352	82,0	83,0	17,01
2017-01-17 18:10	4,153	0,305	3,873	0,448	80,0	83,0	17,01
2017-01-17 18:20	4,099	0,363	3,917	0,340	79,0	83,0	16,89
2017-01-17 18:30	4,673	0,318	4,417	0,317	76,0	79,0	16,76
2017-01-17 18:40	4,389	0,318	3,995	0,412	68,0	70,0	16,64
2017-01-17 18:50	4,683	0,352	3,963	0,363	58,0	59,0	16,64
2017-01-17 19:00	4,928	0,352	4,224	0,373	62,0	60,0	16,64
2017-01-17 19:10	4,863	0,373	4,337	0,456	56,0	58,0	16,52
2017-01-17 19:20	3,766	0,352	3,344	0,402	53,0	56,0	16,40
2017-01-17 19:30	4,348	0,482	3,645	0,583	48,0	49,0	16,27
2017-01-17 19:40	4,792	0,352	3,882	0,363	44,0	45,0	16,15
2017-01-17 19:50	5,034	0,233	3,819	0,340	41,0	39,0	15,91
2017-01-17 20:00	4,784	0,264	3,991	0,304	35,0	32,0	15,91
2017-01-17 20:10	4,400	0,393	3,575	0,430	30,0	27,0	15,91
2017-01-17 20:20	4,343	0,403	3,501	0,373	27,0	21,0	15,91
2017-01-17 20:30	4,681	0,466	4,197	0,412	21,0	14,0	15,91
2017-01-17 20:40	4,686	0,305	4,450	0,352	24,0	20,0	15,91
2017-01-17 20:50	4,797	0,278	4,137	0,317	25,0	20,0	15,91
2017-01-17 21:00	5,420	0,305	4,818	0,363	24,0	21,0	15,91
2017-01-17 21:10	5,970	0,249	4,801	0,497	23,0	23,0	15,91
2017-01-17 21:20	5,746	0,422	4,546	0,658	25,0	24,0	15,91
2017-01-17 21:30	5,589	0,352	4,601	0,490	25,0	20,0	15,91
2017-01-17 21:40	6,461	0,393	5,247	0,497	18,0	17,0	15,79
2017-01-17 21:50	6,247	0,422	5,391	0,490	17,0	17,0	15,91
